transaction_id,amount,hour,country_risk_score,device_age_days,account_age_days,failed_logins_24h,transactions_1h,velocity_24h,is_new_device,is_cross_border,merchant_risk_score,fraud_label
TXN-002409,81.93,23,0.281,1181,77,0,4,6,0,1,0.136,0
TXN-002410,13.26,7,0.193,661,1022,0,2,2,0,0,0.312,0
TXN-002411,32.25,22,0.139,582,2499,0,3,7,0,1,0.349,0
TXN-002412,26.29,4,0.128,589,1461,1,2,8,0,0,0.609,0
TXN-002413,28.28,6,0.262,327,749,2,2,9,0,0,0.244,0
TXN-002414,20.91,0,0.136,914,1233,0,0,7,0,1,0.364,0
TXN-002415,112.48,7,0.072,430,3863,0,1,7,0,0,0.428,0
TXN-002416,30.98,8,0.274,386,417,3,0,7,0,0,0.079,0
TXN-002417,219.18,20,0.571,783,3383,0,2,10,0,0,0.271,0
TXN-002418,61.14,7,0.29,1238,3215,1,1,5,0,0,0.386,0
TXN-002419,32.85,7,0.526,515,2709,1,1,8,0,0,0.301,0
TXN-002420,26.87,6,0.062,890,2341,2,2,10,0,0,0.313,0
TXN-002421,4.73,16,0.474,1037,1539,0,2,6,1,0,0.565,0
TXN-002422,89.69,19,0.472,1176,2351,3,4,7,0,0,0.181,0
TXN-002423,5.31,14,0.417,238,3675,1,5,8,0,0,0.286,0
TXN-002424,65.93,15,0.556,208,1452,1,5,3,0,1,0.393,1
TXN-002425,40.92,23,0.322,66,2859,0,2,10,0,0,0.508,0
TXN-002426,40.18,20,0.204,1111,3794,1,3,10,0,0,0.156,0
TXN-002427,86.08,23,0.077,1435,2079,0,4,7,0,0,0.427,0
TXN-002428,83.71,16,0.383,790,1444,2,0,7,1,0,0.246,0
TXN-002429,22.78,15,0.17,1335,1791,0,0,7,0,1,0.278,0
TXN-002430,134.29,0,0.211,692,2943,1,1,4,1,0,0.152,0
TXN-002431,27.93,19,0.386,1031,3881,0,3,7,0,1,0.207,0
TXN-002432,49.96,17,0.047,1467,20,0,2,8,1,0,0.588,0
TXN-002433,60.52,4,0.075,494,109,0,6,5,0,1,0.28,0
TXN-002434,97.32,16,0.335,962,2182,0,2,10,1,0,0.198,0
TXN-002435,84.13,6,0.238,282,663,0,2,10,0,0,0.64,0
TXN-002436,99.3,5,0.651,964,1489,0,0,6,1,0,0.235,1
TXN-002437,64.89,8,0.481,1482,852,0,2,15,0,0,0.357,0
TXN-002438,11.36,14,0.496,866,2602,2,3,7,0,0,0.38,0
TXN-002439,35.26,0,0.334,1347,1281,1,4,7,0,0,0.337,0
TXN-002440,99.59,6,0.5,720,640,2,0,9,1,0,0.199,1
TXN-002441,5.12,16,0.191,426,1899,0,1,5,0,1,0.428,0
TXN-002442,24.42,6,0.189,1069,3713,2,1,9,1,1,0.267,0
TXN-002443,12.8,4,0.721,426,2247,0,2,8,0,0,0.073,0
TXN-002444,163.18,23,0.298,537,1302,1,1,2,0,0,0.463,0
TXN-002445,80.97,5,0.363,574,1866,1,1,4,0,0,0.484,0
TXN-002446,27.41,13,0.205,410,3585,1,0,9,1,0,0.048,0
TXN-002447,204.89,4,0.245,874,2848,1,2,6,0,0,0.279,0
TXN-002448,39.39,12,0.164,328,1855,2,2,4,0,0,0.287,0
TXN-002449,179.66,16,0.237,56,1894,1,1,13,0,1,0.578,1
TXN-002450,32.94,15,0.516,395,2887,1,0,12,1,0,0.141,0
TXN-002451,34.98,0,0.138,344,2401,1,0,8,0,0,0.41,0
TXN-002452,24.02,21,0.162,164,1916,0,3,10,1,1,0.435,0
TXN-002453,179.6,6,0.358,1404,2421,0,2,10,0,0,0.406,0
TXN-002454,82.49,15,0.097,362,24,1,0,11,0,0,0.173,1
TXN-002455,42.68,6,0.744,31,2116,1,3,9,0,0,0.115,0
TXN-002456,53.79,17,0.306,1134,1519,0,0,8,0,0,0.22,0
TXN-002457,79.57,12,0.494,882,583,1,3,6,0,0,0.426,0
TXN-002458,59.71,11,0.124,28,2159,0,0,9,1,0,0.147,0
TXN-002459,992.41,22,0.134,783,424,0,3,10,0,0,0.115,1
TXN-002460,94.08,19,0.281,1163,794,1,2,10,0,0,0.321,0
TXN-002461,102.25,14,0.106,94,989,1,2,8,0,0,0.297,0
TXN-002462,31.93,22,0.265,1254,1681,0,3,8,0,0,0.656,0
TXN-002463,32.09,9,0.758,1173,3868,1,1,10,0,0,0.235,0
TXN-002464,36.25,11,0.325,1279,177,2,0,8,0,0,0.46,0
TXN-002465,9.5,12,0.331,1218,2502,1,3,6,0,0,0.612,0
TXN-002466,56.35,9,0.414,377,3066,0,4,10,0,0,0.295,0
TXN-002467,30.84,9,0.272,1459,3376,0,1,4,0,0,0.179,0
TXN-002468,17.27,12,0.453,115,1087,2,4,11,0,0,0.389,1
TXN-002469,46.68,17,0.185,1244,983,1,3,14,1,1,0.452,1
TXN-002470,74.21,6,0.213,682,2661,0,1,8,0,0,0.588,0
TXN-002471,71.94,23,0.326,1223,3601,1,5,8,0,0,0.093,0
TXN-002472,100.83,23,0.109,1081,3233,2,6,8,0,0,0.505,0
TXN-002473,6.22,18,0.386,1131,2525,0,1,9,0,1,0.286,0
TXN-002474,28.43,15,0.63,299,1639,1,4,9,0,0,0.265,1
TXN-002475,31.18,7,0.503,257,91,2,1,9,0,0,0.379,0
TXN-002476,30.95,7,0.173,251,3715,0,4,9,0,0,0.629,0
TXN-002477,94.84,14,0.064,1373,2672,0,2,10,0,0,0.095,0
TXN-002478,5.53,9,0.493,50,1058,1,1,3,1,0,0.455,0
TXN-002479,36.8,19,0.399,870,795,2,3,13,0,0,0.793,0
TXN-002480,27.65,0,0.439,1300,1773,1,1,6,0,0,0.454,0
TXN-002481,389.46,2,0.567,954,2147,1,3,6,0,0,0.248,0
TXN-002482,15.32,2,0.128,264,250,0,6,5,0,0,0.212,0
TXN-002483,32.62,9,0.425,582,856,0,1,9,1,0,0.416,0
TXN-002484,143.0,19,0.36,12,505,1,1,13,0,0,0.541,0
TXN-002485,8.76,9,0.1,1403,1642,1,1,8,0,1,0.117,0
TXN-002486,272.46,7,0.077,545,594,2,3,10,0,1,0.274,1
TXN-002487,85.98,14,0.239,1318,3035,0,2,9,0,0,0.128,0
TXN-002488,38.16,19,0.345,1096,3239,0,1,5,1,1,0.321,0
TXN-002489,159.73,12,0.351,914,574,0,3,16,0,0,0.06,0
TXN-002490,46.55,20,0.189,1363,3045,0,4,8,0,0,0.442,0
TXN-002491,8.81,18,0.27,927,339,1,1,15,0,1,0.456,0
TXN-002492,22.46,18,0.559,1498,528,1,1,9,0,1,0.328,0
TXN-002493,15.08,15,0.208,948,2618,2,2,5,1,0,0.128,0
TXN-002494,69.32,20,0.463,8,1284,0,2,7,0,0,0.243,0
TXN-002495,87.93,14,0.423,1139,2040,2,1,18,0,1,0.629,0
TXN-002496,29.56,22,0.14,506,2956,0,5,7,0,0,0.1,0
TXN-002497,38.08,13,0.414,1462,996,1,0,9,0,0,0.51,0
TXN-002498,96.77,4,0.216,1121,2058,0,0,12,1,1,0.251,0
TXN-002499,18.63,8,0.384,286,12,0,1,7,0,0,0.044,0
TXN-002500,171.88,13,0.643,367,323,1,3,7,0,0,0.527,0
TXN-002501,55.58,10,0.293,641,559,2,3,4,0,0,0.249,0
TXN-002502,37.19,4,0.269,550,2362,3,1,14,1,1,0.276,0
TXN-002503,11.7,13,0.275,1361,2785,1,3,6,0,1,0.501,1
TXN-002504,55.08,3,0.505,914,1568,0,3,6,0,0,0.355,0
TXN-002505,67.67,7,0.314,1273,3108,0,2,9,0,0,0.143,0
TXN-002506,22.89,4,0.135,523,1207,0,0,9,1,1,0.225,0
TXN-002507,116.72,0,0.278,246,2570,0,2,7,1,0,0.341,0
TXN-002508,44.33,15,0.235,1333,3061,2,2,7,0,1,0.326,0
TXN-002509,74.27,20,0.51,1489,102,3,2,12,0,0,0.459,0
TXN-002510,104.79,18,0.105,892,2063,0,1,9,0,1,0.48,0
TXN-002511,2.73,22,0.71,378,2867,1,3,7,1,1,0.796,0
TXN-002512,14.99,6,0.419,8,3337,0,1,9,1,0,0.296,0
TXN-002513,64.51,2,0.43,637,2602,1,1,5,0,0,0.281,0
TXN-002514,10.55,18,0.378,906,1311,0,1,12,0,0,0.204,0
TXN-002515,40.16,1,0.097,1099,2905,3,2,2,0,0,0.346,0
TXN-002516,386.5,11,0.458,747,2900,1,1,9,0,0,0.698,1
TXN-002517,41.56,14,0.784,497,2432,1,1,5,0,0,0.099,0
TXN-002518,58.94,19,0.228,201,3716,2,1,8,1,0,0.281,0
TXN-002519,44.82,7,0.469,1067,2257,2,6,8,0,0,0.084,0
TXN-002520,43.72,13,0.071,1411,1940,0,3,4,0,0,0.207,0
TXN-002521,10.47,5,0.271,1385,2678,0,2,6,0,0,0.42,0
TXN-002522,32.91,10,0.381,1452,2812,2,3,9,0,0,0.067,0
TXN-002523,175.74,21,0.202,44,68,0,3,7,0,1,0.112,0
TXN-002524,51.32,11,0.276,1447,2032,1,2,9,0,0,0.765,0
TXN-002525,107.36,11,0.443,972,1500,1,2,9,1,0,0.157,1
TXN-002526,73.68,9,0.091,375,3802,0,0,4,0,1,0.134,0
TXN-002527,203.03,14,0.548,253,3428,1,1,6,0,0,0.509,1
TXN-002528,41.35,10,0.299,48,1715,0,1,9,1,1,0.467,0
TXN-002529,47.78,16,0.139,1418,551,0,1,3,0,1,0.434,0
TXN-002530,13.4,11,0.279,811,578,0,3,7,0,0,0.363,1
TXN-002531,26.35,12,0.055,113,1143,0,2,5,0,0,0.185,0
TXN-002532,332.61,23,0.139,256,3903,0,0,6,0,0,0.354,0
TXN-002533,59.74,5,0.07,122,794,1,3,11,0,0,0.186,0
TXN-002534,40.78,1,0.456,218,2689,2,4,9,1,0,0.34,0
TXN-002535,11.25,19,0.181,829,2078,0,0,12,0,0,0.407,0
TXN-002536,65.95,9,0.381,1425,2522,0,1,12,0,1,0.13,0
TXN-002537,37.85,10,0.192,579,1982,0,4,6,1,0,0.602,0
TXN-002538,16.55,17,0.097,137,66,0,3,11,0,1,0.465,0
TXN-002539,20.18,8,0.431,687,2254,2,1,15,0,0,0.251,0
TXN-002540,72.08,16,0.107,1185,3025,1,3,14,0,0,0.323,0
TXN-002541,72.62,0,0.719,1025,2454,0,1,6,0,1,0.491,0
TXN-002542,12.99,15,0.104,585,217,0,1,10,1,0,0.263,1
TXN-002543,146.3,22,0.233,86,1061,1,1,8,0,1,0.185,0
TXN-002544,34.55,6,0.495,110,929,1,4,6,0,0,0.11,0
TXN-002545,98.47,3,0.069,1349,3118,2,1,2,0,1,0.644,1
TXN-002546,17.27,2,0.371,1358,2240,0,1,11,0,0,0.326,0
TXN-002547,15.4,18,0.005,1316,2981,0,3,5,0,0,0.14,0
TXN-002548,85.38,8,0.126,942,284,0,2,7,0,0,0.352,0
TXN-002549,83.0,3,0.102,320,3728,0,3,7,0,0,0.21,0
TXN-002550,41.49,9,0.304,213,1658,3,4,6,0,0,0.209,0
TXN-002551,20.28,16,0.051,1486,2063,1,1,4,1,0,0.286,0
TXN-002552,14.96,23,0.189,1374,3737,1,0,9,0,1,0.017,0
TXN-002553,17.82,10,0.428,433,2834,1,3,7,0,0,0.279,0
TXN-002554,9.83,13,0.165,1066,502,2,4,5,0,0,0.72,0
TXN-002555,118.82,21,0.188,1173,2267,0,5,9,0,1,0.299,0
TXN-002556,88.72,7,0.242,1457,1217,3,3,10,0,0,0.181,0
TXN-002557,40.26,14,0.031,1011,3645,0,2,3,0,0,0.352,0
TXN-002558,100.03,17,0.269,501,1852,1,4,10,0,0,0.63,0
TXN-002559,11.37,13,0.311,1480,2458,1,4,10,0,1,0.423,0
TXN-002560,36.1,5,0.204,14,172,0,3,8,1,0,0.371,0
TXN-002561,40.83,3,0.373,934,3726,1,3,4,0,0,0.372,0
TXN-002562,180.73,20,0.072,1431,1345,1,6,8,1,0,0.626,0
TXN-002563,120.79,11,0.109,1091,2271,1,4,7,0,0,0.362,0
TXN-002564,55.65,9,0.251,1012,2157,1,1,8,1,0,0.03,0
TXN-002565,26.62,0,0.28,221,2758,1,1,4,0,1,0.582,1
TXN-002566,63.04,23,0.201,1205,2109,1,2,7,0,0,0.768,1
TXN-002567,52.32,23,0.118,669,2686,1,4,12,0,0,0.115,0
TXN-002568,39.08,19,0.497,504,924,0,3,11,0,1,0.17,0
TXN-002569,4.36,14,0.155,742,2954,1,4,12,0,0,0.19,0
TXN-002570,128.89,23,0.269,1460,414,0,5,5,0,0,0.475,0
TXN-002571,90.61,15,0.19,159,137,0,1,8,0,0,0.266,0
TXN-002572,378.02,1,0.233,987,2348,0,2,7,1,0,0.472,0
TXN-002573,14.3,9,0.15,74,2300,1,3,8,0,0,0.138,0
TXN-002574,7.75,13,0.33,1304,1311,1,3,5,0,0,0.763,1
TXN-002575,42.39,5,0.4,877,2213,1,1,4,1,1,0.387,0
TXN-002576,56.76,21,0.224,336,3930,1,6,6,1,0,0.314,0
TXN-002577,142.4,19,0.084,353,829,0,0,7,0,0,0.316,0
TXN-002578,70.48,0,0.012,640,959,0,1,15,1,0,0.508,0
TXN-002579,32.55,23,0.229,950,3571,0,1,10,0,0,0.204,0
TXN-002580,7.73,7,0.215,583,1581,0,1,7,0,0,0.224,0
TXN-002581,67.07,7,0.309,21,1743,0,1,9,0,1,0.321,0
TXN-002582,73.43,11,0.18,1357,342,0,3,10,1,0,0.571,0
TXN-002583,23.5,10,0.168,894,1761,1,4,5,1,1,0.542,0
TXN-002584,14.37,9,0.352,73,2575,1,5,4,0,0,0.571,0
TXN-002585,29.63,3,0.156,451,1553,1,3,8,1,0,0.401,1
TXN-002586,110.08,7,0.239,728,3846,1,2,17,1,1,0.227,0
TXN-002587,13.44,17,0.446,890,2818,2,3,9,0,0,0.486,0
TXN-002588,98.76,19,0.388,606,638,0,0,7,0,0,0.14,0
TXN-002589,73.03,10,0.045,912,2176,1,0,8,0,0,0.121,0
TXN-002590,283.67,11,0.498,1272,1047,1,0,7,0,0,0.181,1
TXN-002591,194.81,16,0.241,429,226,2,4,5,1,0,0.36,1
TXN-002592,16.45,8,0.47,774,373,2,6,12,0,0,0.305,0
TXN-002593,16.05,22,0.23,690,1312,1,1,10,0,1,0.262,0
TXN-002594,77.54,17,0.352,1453,3123,0,1,4,0,0,0.326,0
TXN-002595,73.79,11,0.258,724,202,2,1,8,0,0,0.126,0
TXN-002596,35.0,15,0.203,671,3891,2,2,6,0,1,0.512,0
TXN-002597,4.81,15,0.094,507,2205,1,2,8,0,0,0.521,1
TXN-002598,16.97,2,0.379,462,2456,3,1,11,0,0,0.523,0
TXN-002599,180.37,1,0.51,1489,2093,2,3,5,0,0,0.152,1
TXN-002600,50.45,4,0.292,770,1051,1,3,5,0,0,0.457,0
TXN-002601,3.44,13,0.344,1245,2243,0,1,7,0,0,0.282,0
TXN-002602,4.59,16,0.137,1301,3541,1,2,8,0,0,0.273,0
TXN-002603,33.91,3,0.403,699,1174,1,5,6,0,0,0.442,0
TXN-002604,77.08,4,0.325,395,2339,3,3,8,0,1,0.224,0
TXN-002605,44.79,10,0.147,611,2112,1,5,16,0,0,0.339,0
TXN-002606,15.14,9,0.163,625,1424,0,4,7,0,0,0.473,0
TXN-002607,12.66,21,0.205,414,164,1,2,10,0,0,0.237,0
TXN-002608,36.21,19,0.302,1004,516,1,3,7,0,0,0.288,0
TXN-002609,24.62,9,0.065,1258,3870,0,1,7,1,0,0.444,0
TXN-002610,22.22,10,0.503,1473,2880,1,2,3,0,0,0.384,0
TXN-002611,57.78,22,0.085,1399,3626,0,2,12,0,0,0.245,0
TXN-002612,116.97,7,0.293,569,1163,1,3,6,0,1,0.273,0
TXN-002613,11.21,9,0.126,125,3742,0,4,10,0,0,0.068,0
TXN-002614,253.48,18,0.53,262,3831,0,5,6,0,0,0.222,1
TXN-002615,35.23,15,0.573,1024,2375,1,6,8,1,0,0.268,0
TXN-002616,48.49,7,0.271,772,1857,1,2,9,0,0,0.435,0
TXN-002617,30.6,15,0.201,1440,514,1,2,10,0,0,0.185,0
TXN-002618,11.14,16,0.44,217,2303,1,2,7,0,0,0.068,0
TXN-002619,35.3,14,0.043,43,1719,3,2,6,0,0,0.295,0
TXN-002620,233.5,17,0.367,118,616,0,0,12,0,1,0.256,0
TXN-002621,40.36,8,0.176,1286,3752,0,4,9,0,0,0.266,0
TXN-002622,23.14,17,0.226,1217,2044,1,2,6,0,0,0.431,0
TXN-002623,41.95,18,0.107,1276,1579,0,0,8,0,1,0.158,0
TXN-002624,82.51,3,0.452,1122,2191,1,1,15,0,0,0.242,0
TXN-002625,25.49,16,0.702,886,1921,0,3,8,0,0,0.204,0
TXN-002626,125.84,2,0.212,800,620,2,3,7,0,0,0.579,0
TXN-002627,63.14,11,0.194,1267,1695,1,2,9,0,1,0.266,0
TXN-002628,51.94,3,0.032,967,2110,1,1,10,0,0,0.192,0
TXN-002629,25.87,9,0.093,695,3462,1,4,7,0,0,0.369,0
TXN-002630,34.67,21,0.111,275,3281,1,3,9,0,1,0.234,0
TXN-002631,40.38,2,0.11,1216,573,0,4,3,0,0,0.294,0
TXN-002632,67.27,0,0.519,1306,1618,2,5,11,0,0,0.475,0
TXN-002633,74.06,0,0.11,698,2023,0,0,6,1,0,0.244,0
TXN-002634,77.05,23,0.146,1185,246,0,4,6,1,0,0.466,0
TXN-002635,45.85,1,0.514,1391,974,1,0,11,0,1,0.485,0
TXN-002636,99.45,6,0.235,1182,1706,1,4,9,1,0,0.161,0
TXN-002637,19.66,6,0.283,653,2564,1,0,7,1,0,0.282,0
TXN-002638,21.8,17,0.303,667,937,1,3,8,1,0,0.238,0
TXN-002639,73.11,15,0.207,211,2739,1,2,13,1,0,0.621,0
TXN-002640,27.11,19,0.017,779,3022,1,2,8,0,1,0.363,0
TXN-002641,65.67,4,0.48,351,1973,0,2,10,0,0,0.125,0
TXN-002642,83.3,8,0.372,1188,2422,2,1,7,0,1,0.356,0
TXN-002643,113.13,21,0.384,73,594,1,2,7,0,0,0.256,0
TXN-002644,29.38,4,0.62,1052,608,1,2,12,0,1,0.273,0
TXN-002645,55.19,1,0.067,218,537,2,3,5,0,0,0.183,0
TXN-002646,72.97,9,0.485,1036,2970,2,3,3,0,0,0.071,0
TXN-002647,91.81,23,0.206,1255,2238,0,1,5,1,1,0.344,1
TXN-002648,14.97,17,0.073,237,660,2,1,6,0,0,0.533,0
TXN-002649,212.05,22,0.306,60,639,0,0,7,1,0,0.636,0
TXN-002650,5.64,11,0.091,1494,2399,1,2,8,1,0,0.129,0
TXN-002651,34.96,11,0.643,524,2400,1,4,4,1,0,0.19,0
TXN-002652,26.46,6,0.57,865,1579,1,0,9,0,1,0.58,0
TXN-002653,24.37,3,0.248,386,1030,0,2,9,0,0,0.115,0
TXN-002654,29.24,3,0.473,371,2528,1,5,9,1,0,0.685,0
TXN-002655,41.79,7,0.352,918,3235,0,4,11,0,0,0.16,0
TXN-002656,86.79,8,0.093,521,2414,2,1,4,1,0,0.37,0
TXN-002657,200.09,17,0.255,1029,3067,0,2,6,0,1,0.377,0
TXN-002658,3.5,13,0.2,1058,2332,0,4,8,0,0,0.038,0
TXN-002659,89.05,20,0.629,928,2242,1,3,1,0,0,0.296,0
TXN-002660,22.43,23,0.143,403,2475,1,0,7,1,0,0.593,0
TXN-002661,32.37,10,0.082,31,2635,2,0,8,0,1,0.508,0
TXN-002662,183.21,7,0.303,954,862,2,2,6,0,0,0.664,0
TXN-002663,32.04,18,0.077,1184,2967,0,4,4,0,0,0.466,0
TXN-002664,61.83,8,0.141,48,2740,0,1,11,0,0,0.262,0
TXN-002665,91.4,13,0.197,112,429,1,2,5,1,1,0.466,0
TXN-002666,54.03,5,0.531,120,3019,0,5,8,0,0,0.143,1
TXN-002667,120.95,15,0.088,835,3018,0,4,10,0,0,0.558,0
TXN-002668,62.51,18,0.322,209,3857,1,1,6,0,0,0.507,1
TXN-002669,34.95,3,0.108,473,1877,0,2,8,0,0,0.161,0
TXN-002670,155.97,21,0.059,1222,3108,2,2,13,0,0,0.127,0
TXN-002671,59.19,11,0.334,1480,2760,1,1,4,0,0,0.384,0
TXN-002672,33.69,14,0.377,1482,1986,2,0,6,1,0,0.258,0
TXN-002673,27.52,9,0.188,445,1899,2,1,9,0,0,0.469,0
TXN-002674,14.05,9,0.113,1002,277,2,2,11,0,0,0.345,0
TXN-002675,113.68,17,0.268,1004,799,1,2,4,0,0,0.179,1
TXN-002676,165.26,8,0.022,1146,3724,2,4,7,0,1,0.357,1
TXN-002677,182.08,21,0.324,1433,156,1,1,13,0,0,0.456,0
TXN-002678,35.02,0,0.488,924,264,2,1,1,1,0,0.202,0
TXN-002679,133.55,8,0.196,754,2290,0,3,4,0,1,0.293,0
TXN-002680,11.85,3,0.312,97,1568,0,2,4,0,0,0.042,0
TXN-002681,24.59,12,0.531,1389,311,0,3,13,0,0,0.396,0
TXN-002682,26.13,18,0.467,39,3086,1,5,8,0,0,0.333,0
TXN-002683,11.13,23,0.096,1148,585,1,3,9,0,1,0.142,0
TXN-002684,177.57,7,0.365,1395,472,1,1,13,0,1,0.31,0
TXN-002685,44.09,4,0.387,1017,1461,0,2,9,0,0,0.113,0
TXN-002686,182.29,16,0.051,619,2468,1,5,11,0,0,0.104,0
TXN-002687,187.03,16,0.164,643,1160,1,2,15,1,1,0.259,1
TXN-002688,293.22,8,0.122,208,1694,3,0,5,0,1,0.051,0
TXN-002689,177.05,0,0.424,549,3900,0,1,9,0,0,0.142,0
TXN-002690,67.38,3,0.19,1443,1252,2,2,5,0,0,0.377,0
TXN-002691,7.02,7,0.453,147,2367,0,4,6,0,1,0.16,0
TXN-002692,28.79,18,0.531,257,2413,1,3,9,0,0,0.415,0
TXN-002693,52.82,8,0.333,386,3558,0,1,8,1,1,0.192,0
TXN-002694,154.81,2,0.073,388,2220,0,2,8,0,0,0.252,0
TXN-002695,24.4,21,0.107,544,2652,2,5,9,0,0,0.028,0
TXN-002696,36.32,3,0.426,690,1660,0,3,12,0,0,0.275,0
TXN-002697,122.45,22,0.206,1367,3056,1,5,4,0,1,0.163,0
TXN-002698,11.5,3,0.109,894,890,0,1,7,0,0,0.181,0
TXN-002699,30.89,17,0.026,431,296,1,4,8,0,0,0.262,0
TXN-002700,65.88,2,0.501,1083,245,2,2,6,0,0,0.152,0
TXN-002701,119.43,19,0.508,1468,2446,2,1,10,0,0,0.116,0
TXN-002702,48.43,1,0.211,242,3484,0,2,9,0,1,0.197,0
TXN-002703,173.79,17,0.095,553,2380,3,3,8,0,0,0.17,0
TXN-002704,13.92,21,0.315,1061,1859,1,1,10,0,0,0.275,0
TXN-002705,5.99,2,0.17,263,3084,0,6,8,1,0,0.156,0
TXN-002706,76.04,7,0.363,861,3030,0,0,5,1,0,0.257,0
TXN-002707,71.86,8,0.197,816,3158,0,2,6,0,0,0.634,0
TXN-002708,6.72,13,0.234,377,976,1,1,13,0,0,0.158,0
TXN-002709,19.9,13,0.305,158,107,1,1,10,1,0,0.26,0
TXN-002710,21.23,12,0.186,751,2987,1,1,15,0,0,0.164,0
TXN-002711,14.19,8,0.389,903,1383,3,2,8,0,0,0.335,0
TXN-002712,157.66,3,0.558,356,1018,0,3,6,0,0,0.668,0
TXN-002713,5.19,17,0.162,1315,1976,0,0,8,0,0,0.386,0
TXN-002714,90.37,23,0.375,536,427,0,3,7,0,0,0.662,1
TXN-002715,169.74,1,0.337,235,3846,0,2,7,0,0,0.292,0
TXN-002716,35.31,5,0.188,605,3145,0,4,5,1,0,0.092,0
TXN-002717,84.22,17,0.204,877,3680,0,5,8,0,1,0.354,0
TXN-002718,13.36,12,0.278,980,1367,0,1,7,0,0,0.499,0
TXN-002719,80.22,1,0.271,1198,2475,1,1,6,0,0,0.229,0
TXN-002720,15.3,19,0.396,237,2886,1,1,5,0,1,0.043,0
TXN-002721,191.42,3,0.427,368,3639,1,0,4,0,1,0.494,0
TXN-002722,100.0,20,0.459,639,1494,2,1,7,0,0,0.216,0
TXN-002723,35.29,10,0.184,827,3878,2,4,11,0,0,0.227,0
TXN-002724,9.91,3,0.189,938,2348,2,2,11,0,0,0.286,0
TXN-002725,109.1,14,0.362,903,2493,1,1,10,0,1,0.618,1
TXN-002726,24.48,10,0.268,652,2471,0,1,9,0,0,0.211,0
TXN-002727,55.06,18,0.119,91,244,1,4,6,0,1,0.21,0
TXN-002728,32.19,1,0.08,129,843,1,2,6,1,1,0.705,0
TXN-002729,59.27,12,0.132,1338,2997,1,4,8,0,1,0.155,0
TXN-002730,25.97,2,0.184,409,2743,1,2,7,0,0,0.356,0
TXN-002731,5.32,0,0.198,1453,507,0,0,7,0,0,0.227,0
TXN-002732,39.84,9,0.705,1242,3319,0,1,7,0,0,0.621,0
TXN-002733,144.91,5,0.071,49,414,0,3,7,1,0,0.249,0
TXN-002734,62.05,13,0.026,563,774,1,4,3,0,0,0.076,0
TXN-002735,20.19,6,0.115,1128,3190,1,1,11,0,0,0.275,0
TXN-002736,15.22,20,0.521,486,2393,0,3,5,0,0,0.458,0
TXN-002737,26.5,21,0.389,428,1969,0,5,6,0,0,0.433,0
TXN-002738,78.9,20,0.238,1206,1723,2,2,8,0,0,0.414,0
TXN-002739,8.8,11,0.461,693,3430,0,2,11,1,0,0.086,0
TXN-002740,206.75,17,0.397,1156,641,1,5,11,0,0,0.681,0
TXN-002741,21.24,10,0.146,997,693,1,2,7,0,1,0.207,0
TXN-002742,29.35,21,0.6,1299,865,1,2,5,0,1,0.445,1
TXN-002743,223.12,13,0.424,474,2842,0,5,4,0,0,0.486,0
TXN-002744,27.71,13,0.224,340,3681,0,1,9,1,0,0.181,0
TXN-002745,28.95,8,0.376,1269,3816,2,2,7,0,0,0.326,0
TXN-002746,11.85,22,0.347,241,2351,1,6,8,0,0,0.211,0
TXN-002747,12.7,17,0.229,1113,3197,0,1,5,0,0,0.482,0
TXN-002748,272.38,2,0.272,850,865,0,4,10,0,0,0.025,0
TXN-002749,69.76,6,0.302,606,2312,0,6,9,0,0,0.206,0
TXN-002750,76.38,4,0.131,1331,2788,1,2,8,0,0,0.241,0
TXN-002751,39.08,7,0.258,991,1900,1,1,3,0,1,0.122,0
TXN-002752,1.89,22,0.017,751,281,2,1,4,0,0,0.358,0
TXN-002753,415.03,16,0.182,1001,2397,1,1,5,0,0,0.739,1
TXN-002754,7.36,9,0.599,1041,2293,1,2,7,1,0,0.368,0
TXN-002755,34.44,10,0.567,212,2570,3,1,8,0,0,0.416,0
TXN-002756,20.56,0,0.163,18,490,0,1,7,0,0,0.11,0
TXN-002757,80.77,5,0.068,134,2486,1,4,9,1,0,0.424,0
TXN-002758,17.85,15,0.342,389,2286,2,2,8,0,1,0.397,0
TXN-002759,22.26,8,0.099,1131,2429,2,0,8,0,0,0.14,0
TXN-002760,36.69,17,0.198,842,2829,2,2,5,1,0,0.231,0
TXN-002761,99.73,10,0.254,1141,669,1,6,5,0,0,0.214,0
TXN-002762,29.88,15,0.271,1128,2859,0,1,10,0,0,0.491,0
TXN-002763,24.81,11,0.286,893,3411,0,3,8,1,0,0.359,0
TXN-002764,7.01,6,0.489,155,3346,0,2,15,0,1,0.256,0
TXN-002765,7.19,13,0.158,1465,1224,1,2,4,1,0,0.417,0
TXN-002766,9.58,19,0.368,210,828,0,5,10,0,0,0.056,0
TXN-002767,25.93,20,0.645,817,3018,2,0,6,0,1,0.125,0
TXN-002768,75.29,22,0.299,991,1628,0,0,9,0,0,0.477,0
TXN-002769,16.37,1,0.442,551,22,1,4,10,0,1,0.107,0
TXN-002770,111.59,11,0.107,397,3014,0,4,10,0,0,0.081,0
TXN-002771,136.16,9,0.716,235,1907,0,2,10,0,0,0.396,0
TXN-002772,32.86,3,0.485,398,1098,0,1,7,0,0,0.723,0
TXN-002773,123.44,10,0.275,147,1969,1,2,10,0,0,0.72,0
